"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental","",""
"669","ALTE_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","207.22812","0.0","-20.738989","0.0","64.20584","15.545187","266.24243","0.0","420.08115","420.08115","-16.685295","-59.252697","-118.68823","0.0","-194.62622","-1.7323141","489.97495","32.372658","8.298122",""
"678","ASPS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","118.99428","15.7207985","12.691319","1.5236713","8.146355","-30.961393","126.11505","-31.374538","-164.91919","-196.29372","-63.54969","0.0","-55.04332","297.68506","179.08217","0.0","108.90347","8.053213","3.6592953",""
"686","APSA_nasdaq","2013","1","9 months ending 2013-03-31","days","366.00052","2013-03-31","In Millions of ARS (except for per share items)","343.34363","125.83707","0.0","0.0","183.61305","-4.8470955","647.95917","-34.43222","-364.06192","-398.49664","-225.67352","-204.9762","0.0","246.3117","-184.34055","3.78","68.894516","0.0","228.55804",""
"694","AIMC_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","34.724728","21.104893","6.698571","-0.3185165","10.8087635","-9.617775","63.40066","-25.966074","-3.8119233","-29.777994","-1.7467034","-4.3354397","0.0","-52.838985","-58.926266","-1.8577198","-27.17121","19.46931","16.853848",""
"702","ALVR_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","-49.363297","1.6567569","2.2462022","0.0","25.997139","-4.561744","-24.024942","-0.666464","-0.16056213","-0.82702595","0.0","0.0","0.0","-18.701595","-18.701595","0.0","-43.553566","1.092822","0.15936986",""
"711","AMAG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-14.272229","2.8948894","0.0","0.0","11.0238285","-10.420248","-10.778556","-0.025479453","-16.971167","-16.996647","0.0","0.0","0.74242777","0.0","0.74242777","0.0","-27.042665","0.0","0.0",""
"719","AMRN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-192.12418","0.21041456","0.4540918","-6.67768","22.246773","2.381565","-173.5141","-6.4765754","-0.8408219","-7.3173976","6.762715","0.0","13.307387","124.35501","144.42513","0.0","-36.411476","3.972352","1.3323244",""
"727","AMZN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","54.30636","2541.2793","0.0","-192.40721","1100.051","-2848.8413","654.3884","-3438.1167","-736.96497","-4175.082","218.6137","0.0","-489.20547","1059.7534","789.1616","-166.10594","-2897.6382","67.22896","175.7625",""
"735","AMBA_nasdaq","2013","-1","3 months ending 2013-04-30","days","367.49603","2013-04-30","In Millions of USD (except for per share items)","18.490126","0.7494406","0.20564385","-0.7995532","5.1881824","-12.681895","11.154108","-1.7325679","0.38843834","-1.336513","0.08802198","0.0","25.437609","0.0","25.53541","0.0","35.343224","0.0","2.7460725",""
"744","EPAX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.9163571","5.3659163","0.0","-0.07820018","4.9481764","13.13319","24.285439","-4.8279495","-15.994339","-20.822287","-2.2554052","-7.6386056","-2.0340967","0.0","-11.913122","0.0","-8.455064","0.0","0.0101917805",""
"752","AMCX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","264.5105","79.75817","381.0202","91.86282","36.409115","-702.5484","150.99738","-22.978573","0.5151979","-22.463377","6.670141","0.0","-13.960475","-80.44565","-87.73599","0.0","40.79802","113.537735","131.3157",""
"760","AMED_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-46.29879","39.879055","0.0","-12.951144","123.03687","-2.990652","100.67024","-43.96867","-10.546988","-54.515656","-1.408852","0.0","3.864246","-50.24122","-47.795715","0.0","-1.6510143","5.952636","4.593984",""
"768","UHAL_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","312.40903","265.25958","0.0","42.0163","-19.982601","137.99821","737.68304","-769.39154","39.074936","-730.31665","230.92041","-73.39863","0.0","4.9735613","162.49533","-0.7468493","169.12492","85.73972","109.00548",""
"777","ASBI_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","1.9996803","1.4633582","0.0","0.32632878","-1.578809","1.3981783","3.6011472","-0.72188836","-4.8985853","-5.6204734","31.695868","-0.12073883","0.0","-18.2137","13.36143","0.0","11.342104","0.0","0.56158906",""
"784","ATAX_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","12.191223","6.4219246","0.0","0.0","-2.3305023","-7.5918612","8.693087","-7.725868","-103.599014","-111.32489","0.41622427","-19.92038","0.0","113.04473","93.550476","0.0","-9.073738","4.645358","0.0",""
"791","AMOV_nasdaq","2012","4","12 months ending 2012-12-31","days","367.0012","2012-12-31","In Millions of MXN (except for per share items)","149336.06","92183.16","11487.022","0.0","10748.148","-58924.375","204830.02","-125876.25","-83681.8","-209558.05","-26026.18","-11558.525","-19627.0","53763.65","-3448.0576","-6467.5767","-14643.672","5434.714","12063.844",""
"797","AGNC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2688.2314","0.0","0.0","0.0","-472.61646","-31.919008","2183.6963","0.0","-15131.867","-15131.867","0.0","-1636.9484","3657.2646","11957.161","13977.476","0.0","1029.3052","208.42192","5.0958905",""
"805","AGNCP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2688.2314","0.0","0.0","0.0","-472.61646","-31.919008","2183.6963","0.0","-15131.867","-15131.867","0.0","-1636.9484","3657.2646","11957.161","13977.476","0.0","1029.3052","208.42192","5.0958905",""
"813","MTGE_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","47.453354","0.0","0.0","0.0","104.75258","90.81622","243.02216","0.0","-4724.756","-4724.756","4008.6797","-126.440315","808.3167","0.0","4690.556","0.0","208.81793","9.977754","0.020383561",""
"819","ACAS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","941.88214","6.534336","0.0","7.6717114","-786.43414","-1.02141","168.63272","0.0","584.56665","584.56665","-317.2889","0.0","-400.5359","5.6054797","-712.21924","0.0","40.980106","22.931507","-2.5479453",""
"827","ANCI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-4.2055593","0.86384815","0.0","0.0","0.48978534","0.1505574","-2.6962724","-0.45800567","0.0","-0.45800567","-0.0050958903","0.0","0.00989071","0.0","0.0047948197","0.0","-3.149483","0.0","0.08482371",""
"835","AETI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","4.035566","0.834176","0.0","0.96933424","-3.4709144","-0.2239181","2.1391478","-1.2879891","0.7406882","-0.5473008","0.0","-0.24518259","2.3938866","-2.4241385","-0.28532526","0.0","1.3017268","0.065945506","0.036574446",""
"843","AMIC_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","8.908739","0.0","0.61451364","-2.639326","-0.695692","5.519034","11.70957","-0.079120874","-7.445388","-7.5245085","-0.57362634","0.0","-1.1868132","0.0","-1.7604395","0.0","2.4246218","0.0","0.0075890413",""
"850","AMNB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","16.427155","1.7375871","1.8194224","0.98375225","-4.438877","8.185238","24.714277","-0.93037343","6.117634","5.1872597","-4.0247955","-7.254574","0.16005778","-0.14567333","-11.27997","0.0","18.621567","0.0","3.4506981",""
"858","ANAT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","216.55331","33.442062","208.36588","20.594345","126.855286","-121.90199","483.91876","-25.942719","17.981552","-7.9611626","-482.6978","-83.08995","0.0","5.1286507","-560.6493","0.0","-84.701546","0.0","0.0",""
"866","APFC_nasdaq","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","18.68658","13.416351","0.0","-0.17993116","-0.060237575","18.618994","50.47434","-12.960375","9.376438","-3.5839348","-0.46528018","0.0","1.8450375","-18.556257","-17.17395","-0.0025479454","29.713907","5.935919","7.269175",""
"874","APEI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","43.453953","12.130661","0.0","1.288201","8.867563","-4.5115027","61.228874","-28.967785","-10.453545","-39.42133","1.6702255","0.0","-12.491566","0.0","-10.826437","0.0","10.971216","0.0","19.84438",""
"882","ARII_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","73.62777","25.397362","0.0","37.99992","6.8885736","-28.07141","115.847305","-195.7109","9.386606","-186.32431","-2.3368616","-13.284485","0.0","-76.079346","-91.70068","-0.10849675","-162.2862","18.754772","5.625662",""
"890","ARCP_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","-142.55942","25.463284","6.451358","0.0","113.144646","-4.588947","-2.0890563","-0.037945207","-316.46564","-316.5036","-31.799881","-43.413258","-286.08453","576.28455","214.97702","0.0","-103.615654","3.932918","0.2736926",""
"896","AMRB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2.891901","0.6645286","0.0","0.22931506","6.114667","1.8906087","11.79102","-0.11570013","-16.10794","-16.228737","-1.3268385","0.0","-6.002446","-3.506909","-10.826302","0.0","-15.27391","0.0","0.7134246",""
"904","ASEI_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","18.01726","5.1400003","0.0","-2.2376714","7.010685","7.168904","35.106712","-3.4373972","92.59685","89.15945","0.091095924","-16.577671","-52.642464","-1.3871233","-70.523705","0.0","53.732464","0.052739725","5.5527396",""
"913","AMSWA_nasdaq","2013","-1","12 months ending 2013-04-30","days","368.24933","2013-04-30","In Millions of USD (except for per share items)","10.490255","4.1841607","0.0","0.18846714","1.2640146","3.1125546","19.249453","-4.184927","1.2006205","-2.994416","0.13120438","-15.6393795","1.2393066","0.0","-14.268868","0.0","1.9862773","0.0","5.21",""
"921","AMSC_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","-60.333973","12.482193","0.0","0.0","17.979177","-13.542465","-43.417534","-1.1773973","10.485068","9.307672","-0.09013698","0.0","0.21849313","22.183561","22.311916","-0.14616439","-11.93411","0.81520545","-0.09356165",""
"930","AMWD_nasdaq","2013","-1","3 months ending 2013-07-31","days","365.50018","2013-07-31","In Millions of USD (except for per share items)","7.326685","10.832384","0.0","4.3464656","-0.42789042","-1.4033426","20.674301","-6.651068","-0.8931233","-7.5441914","9.474849","0.0","4.414027","-0.7656986","13.123177","0.0","26.253288","0.43539727","0.9158356",""
"939","CRMT_nasdaq","2013","-1","12 months ending 2013-04-30","days","368.24933","2013-04-30","In Millions of USD (except for per share items)","32.415985","2.8526642","0.0","1.4694891","106.35734","-144.58084","-1.495365","-5.7676644","0.21218978","-5.5554743","0.13043796","-0.040328465","-16.550001","23.507189","7.0472994","0.0","0.0064598536","2.9027739","17.935875",""
"947","ABCB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","19.187756","5.0062385","1.4051722","1.2841644","-9.599131","22.576046","39.860245","-6.7137074","375.72064","369.00696","-401.23657","-2.037665","-12.218762","-15.455835","-430.95398","0.0","-22.076868","5.3113112","9.573182",""
"955","AMSF_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","31.276108","1.1986494","-3.4498844","-1.6895051","12.0111475","60.750854","100.10247","-1.2642939","-70.50963","-71.773926","1.08441","-2.9078689","1.505239","-13.137206","-13.455426","0.0","14.873121","0.35161644","3.5671234",""
"963","ASRV_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","4.8732285","1.5392485","0.0","1.9893029","0.8640226","-0.0846653","9.181137","-3.1484585","-14.16669","-17.30756","18.71165","-0.67934096","-3.3543563","0.0","14.685545","0.0","6.5591226","0.0","0.1359169",""
"971","ASCA_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","75.70957","105.56032","0.0","11.939849","32.463165","19.097765","244.76079","-147.31633","-24.897629","-172.20638","-3.7459993","-16.568588","-5.456008","-9.017313","-34.770428","0.0","37.776386","89.70701","13.858467",""
"979","ATLO_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","14.011","0.77842236","0.24038777","-0.3389938","7.523106","1.2618183","23.480537","-0.7646401","-62.423317","-63.193054","36.530724","-5.610196","0.0","-0.3201379","30.600388","0.0","-9.107037","0.0","5.0496926",""
"987","AMGN_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","4876.743","1102.3782","0.0","14.268494","572.76355","-948.702","5617.4517","-664.64233","-699.33203","-1363.9751","-17.110819","-1268.9938","-2304.5503","-21.5542","-3612.209","0.0","641.26807","206.89316","255.8137",""
"995","FOLD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-57.309177","1.7516706","0.0","0.0","5.60781","8.865299","-41.08949","-2.7651951","-3.6094875","-6.3746815","0.0","0.0","41.699673","-0.37617034","41.3235","0.0","-6.145766","0.06054854","0.0",""
"1003","AMKR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","65.3676","382.43292","0.0","3.0983014","-2.177138","-51.815895","396.91562","-492.1073","-28.258955","-520.36633","-18.357904","0.0","-41.15441","390.3958","330.88348","2.0884006","209.52635","43.896","4.17863",""
"1011","AMPE_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-16.588106","0.08991961","0.0","0.0","2.4248185","0.48077554","-13.597687","-0.60333335","0.0050958903","-0.59823745","-1.4372529","0.0","13.685734","0.0","12.238588","0.0","-1.9522388","0.0","0.0",""
"1019","AMSG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","240.67438","31.420628","0.0","31.634249","0.58820176","-2.774673","301.5428","-27.040459","-155.71992","-182.76038","-175.7325","0.0","-8.884701","62.32006","-122.28723","0.0","-3.504824","22.11573","16.600037",""
"1027","ASYS_nasdaq","2013","1","6 months ending 2013-03-31","days","365.7531","2013-03-31","In Millions of USD (except for per share items)","-20.765774","2.8142126","0.0","1.8955889","11.451936","-9.399532","-13.998665","-0.8195092","-0.1209863","-0.9354544","0.0","0.0","-2.056767","-0.015123287","-2.0718906","-1.2856163","-18.291624","0.0","1.986055",""
"1034","AFSI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","255.68826","51.8963","0.0","-51.07652","-39.267513","542.76105","760.00635","-37.06234","-796.473","-833.5354","9.087868","-24.746202","117.34339","11.703265","113.38832","-1.1524962","38.706753","20.895058","9.072747",""
